hospitalID,nursesCommunicateWell,doctorsCommunicateWell,receivedImmediateHelp,painManagedByTreatment,staffExplainedMedications,bathroomsAlwaysClean,givenInformationAboutRecovery,rateHospitalPositively
330163,0.75,0.79,0.60,0.67,0.55,0.71,0.82,0.60
330164,0.82,0.83,0.65,0.72,0.67,0.70,0.88,0.75
330166,0.88,0.85,0.90,0.89,0.69,0.79,0.79,0.87
330167,0.76,0.79,0.57,0.68,0.60,0.70,0.85,0.66
330169,0.65,0.71,0.52,0.57,0.50,0.65,0.78,0.55
330175,0.78,0.68,0.56,0.71,0.56,0.76,0.84,0.57
330180,0.71,0.69,0.54,0.63,0.53,0.66,0.82,0.57
330181,0.77,0.78,0.65,0.68,0.58,0.69,0.78,0.70
330182,0.82,0.84,0.66,0.74,0.67,0.74,0.88,0.81
330184,0.73,0.77,0.62,0.64,0.60,0.64,0.83,0.60
330185,0.79,0.77,0.68,0.71,0.62,0.69,0.90,0.73
330188,0.76,0.78,0.52,0.68,0.59,0.70,0.84,0.66
330191,0.79,0.80,0.69,0.70,0.63,0.76,0.87,0.65
330193,0.58,0.63,0.48,0.53,0.46,0.58,0.75,0.43
330194,0.62,0.71,0.46,0.56,0.53,0.54,0.79,0.54
330195,0.80,0.77,0.61,0.66,0.64,0.75,0.81,0.73
330196,0.68,0.73,0.60,0.64,0.53,0.71,0.78,0.53
330197,0.78,0.79,0.71,0.71,0.63,0.80,0.87,0.66
330198,0.75,0.77,0.59,0.68,0.56,0.64,0.83,0.67
330199,0.56,0.71,0.41,0.53,0.48,0.61,0.76,0.50
330201,0.70,0.76,0.52,0.63,0.55,0.69,0.80,0.54
330202,0.64,0.75,0.40,0.55,0.52,0.64,0.70,0.51
330203,0.73,0.77,0.54,0.65,0.57,0.62,0.87,0.63
330204,0.62,0.75,0.48,0.57,0.52,0.60,0.79,0.56
330205,0.77,0.76,0.63,0.69,0.58,0.61,0.81,0.65
330208,0.80,0.82,0.67,0.72,0.64,0.82,0.81,0.68
330211,0.74,0.82,0.64,0.65,0.61,0.68,0.90,0.62
330213,0.78,0.86,0.71,0.74,0.68,0.82,0.86,0.72
330214,0.78,0.79,0.62,0.68,0.63,0.70,0.83,0.69
330215,0.80,0.79,0.62,0.71,0.63,0.74,0.87,0.65
330218,0.77,0.77,0.57,0.67,0.58,0.71,0.87,0.57
330219,0.69,0.70,0.48,0.58,0.51,0.54,0.82,0.57
330221,0.64,0.70,0.45,0.59,0.50,0.63,0.74,0.49
330222,0.82,0.81,0.75,0.76,0.67,0.72,0.91,0.73
330223,0.80,0.79,0.66,0.69,0.62,0.74,0.79,0.61
330224,0.80,0.77,0.71,0.74,0.59,0.73,0.89,0.75
330225,,,,,,,,
330226,0.76,0.80,0.56,0.65,0.58,0.59,0.89,0.65
330229,0.75,0.81,0.59,0.69,0.61,0.72,0.88,0.62
330231,0.65,0.75,0.48,0.56,0.56,0.66,0.79,0.56
330232,0.73,0.73,0.61,0.67,0.58,0.65,0.87,0.59
330233,0.62,0.70,0.42,0.52,0.51,0.56,0.69,0.41
330234,0.63,0.70,0.50,0.56,0.50,0.53,0.80,0.50
330235,0.71,0.72,0.58,0.67,0.55,0.68,0.83,0.55
330236,0.69,0.74,0.48,0.58,0.56,0.57,0.77,0.56
330238,0.79,0.79,0.70,0.72,0.65,0.64,0.86,0.63
330239,0.69,0.75,0.54,0.62,0.52,0.59,0.85,0.50
330240,0.58,0.70,0.39,0.51,0.46,0.59,0.73,0.41
330241,0.75,0.73,0.60,0.66,0.60,0.66,0.85,0.65
330245,0.80,0.77,0.65,0.71,0.59,0.70,0.81,0.68
330246,0.74,0.79,0.60,0.69,0.60,0.68,0.85,0.66
330249,0.82,0.84,0.71,0.74,0.66,0.80,0.88,0.80
330250,0.80,0.80,0.68,0.72,0.60,0.71,0.86,0.60
330259,0.74,0.78,0.58,0.69,0.58,0.65,0.85,0.65
330261,0.79,0.78,0.66,0.75,0.65,0.76,0.86,0.71
330263,0.76,0.72,0.66,0.65,0.66,0.80,0.90,0.57
330264,0.72,0.77,0.57,0.66,0.57,0.58,0.85,0.60
330265,0.80,0.86,0.72,0.72,0.63,0.65,0.91,0.76
330267,0.80,0.82,0.70,0.75,0.67,0.77,0.88,0.72
330268,0.72,0.77,0.55,0.57,0.57,0.76,0.90,0.63
330270,0.82,0.82,0.69,0.75,0.66,0.80,0.90,0.88
330273,0.83,0.83,0.69,0.78,0.69,0.75,0.88,0.79
330276,0.79,0.79,0.66,0.72,0.67,0.76,0.85,0.66
330277,0.77,0.78,0.64,0.67,0.59,0.73,0.84,0.57
330279,0.75,0.77,0.56,0.70,0.57,0.55,0.84,0.56
330285,0.78,0.79,0.63,0.67,0.65,0.67,0.89,0.73
330286,0.72,0.75,0.52,0.66,0.55,0.69,0.85,0.57
330304,0.85,0.83,0.68,0.77,0.73,0.71,0.85,0.79
330306,0.68,0.73,0.55,0.63,0.56,0.56,0.79,0.56
330307,0.79,0.78,0.71,0.69,0.64,0.68,0.86,0.68
330331,0.80,0.82,0.67,0.73,0.57,0.68,0.79,0.62
330332,0.72,0.78,0.57,0.68,0.55,0.61,0.81,0.58
330340,0.80,0.80,0.65,0.72,0.62,0.80,0.85,0.70
330350,0.70,0.79,0.52,0.63,0.57,0.61,0.75,0.55
330353,0.68,0.69,0.52,0.61,0.49,0.69,0.73,0.53
330372,0.74,0.76,0.61,0.66,0.60,0.70,0.75,0.62
330385,0.64,0.75,0.46,0.57,0.49,0.62,0.74,0.53
330386,0.72,0.77,0.54,0.62,0.55,0.51,0.86,0.48
330393,0.78,0.76,0.63,0.68,0.60,0.66,0.85,0.70
330394,0.77,0.74,0.65,0.68,0.61,0.70,0.86,0.62
330395,0.64,0.70,0.43,0.61,0.50,0.63,0.71,0.44
330396,0.60,0.69,0.42,0.55,0.47,0.69,0.80,0.48
330397,0.70,0.75,0.41,0.59,0.56,0.69,0.74,0.51
330399,0.67,0.78,0.52,0.62,0.56,0.68,0.75,0.54
330401,0.72,0.73,0.54,0.63,0.58,0.64,0.85,0.56
330403,,,,,,,,
330404,,,,,,,,
330405,,,,,,,,
330406,,,,,,,,
331301,,,,,,,,
331302,0.83,0.85,0.77,0.62,0.76,0.61,0.80,0.68
331303,,,,,,,,
331304,0.82,0.85,0.80,0.58,0.72,0.82,0.81,0.75
331305,0.87,0.85,0.90,0.80,0.79,0.94,0.94,0.86
331306,0.79,0.80,0.79,0.69,0.71,0.79,0.84,0.69
331307,0.81,0.88,0.81,0.83,0.49,0.92,0.88,0.82
331309,0.86,0.97,0.87,0.94,0.77,0.84,0.77,0.64
331310,0.79,0.78,0.72,0.64,0.68,0.70,0.78,0.63
331311,0.84,0.89,0.69,0.74,0.67,0.81,0.93,0.78
331312,0.87,0.89,0.81,0.79,0.76,0.90,0.86,0.77
331313,0.76,0.84,0.67,0.64,0.62,0.57,0.85,0.62
331314,0.79,0.81,0.80,0.69,0.67,0.84,0.92,0.68
340001,0.82,0.87,0.69,0.74,0.70,0.71,0.89,0.78
340002,0.83,0.85,0.70,0.78,0.75,0.67,0.90,0.80
340003,0.79,0.77,0.69,0.67,0.56,0.75,0.88,0.70
340004,0.80,0.81,0.65,0.72,0.63,0.70,0.82,0.74
340008,0.83,0.85,0.69,0.76,0.70,0.77,0.87,0.74
340010,0.78,0.83,0.66,0.68,0.61,0.75,0.87,0.66
340011,0.84,0.86,0.71,0.73,0.70,0.70,0.85,0.78
340013,0.82,0.84,0.69,0.72,0.63,0.73,0.84,0.65
340014,0.74,0.79,0.60,0.66,0.56,0.63,0.81,0.69
340015,0.75,0.79,0.59,0.63,0.57,0.68,0.82,0.60
340016,0.81,0.84,0.73,0.75,0.68,0.78,0.85,0.69
340017,0.78,0.83,0.66,0.71,0.64,0.75,0.89,0.71
340020,0.77,0.84,0.60,0.70,0.61,0.71,0.85,0.62
340021,0.81,0.84,0.70,0.74,0.72,0.72,0.89,0.73
340023,0.82,0.84,0.68,0.73,0.62,0.82,0.88,0.80
340024,0.81,0.83,0.65,0.72,0.63,0.64,0.83,0.61
340027,0.76,0.80,0.59,0.66,0.61,0.67,0.83,0.60
340028,0.76,0.77,0.60,0.69,0.61,0.63,0.82,0.60
340030,0.80,0.82,0.63,0.71,0.65,0.60,0.89,0.77
340032,0.81,0.83,0.74,0.73,0.64,0.70,0.89,0.73
340036,0.72,0.72,0.54,0.64,0.66,0.67,0.86,0.53
340037,0.83,0.86,0.73,0.70,0.69,0.71,0.89,0.75
340039,0.78,0.82,0.60,0.69,0.64,0.68,0.85,0.72
340040,0.80,0.83,0.66,0.72,0.66,0.72,0.90,0.75
340041,0.75,0.85,0.65,0.68,0.64,0.71,0.86,0.63
340042,0.81,0.79,0.69,0.67,0.64,0.66,0.87,0.58
340047,0.79,0.79,0.63,0.68,0.63,0.72,0.86,0.74
340049,0.89,0.88,0.85,0.80,0.80,0.86,0.89,0.88
340050,0.82,0.83,0.71,0.73,0.73,0.70,0.87,0.68
340051,0.75,0.79,0.62,0.71,0.61,0.74,0.85,0.62
340053,0.73,0.79,0.55,0.66,0.57,0.66,0.82,0.68
340060,0.79,0.83,0.66,0.70,0.67,0.76,0.87,0.67
340061,0.82,0.84,0.66,0.74,0.69,0.72,0.90,0.80
340064,0.80,0.83,0.65,0.66,0.66,0.73,0.85,0.69
340068,0.85,0.87,0.72,0.78,0.72,0.75,0.86,0.71
340069,0.79,0.82,0.66,0.73,0.65,0.56,0.87,0.72
340070,0.79,0.81,0.63,0.71,0.66,0.72,0.88,0.67
340071,0.80,0.80,0.66,0.69,0.60,0.66,0.88,0.66
340073,0.81,0.85,0.65,0.73,0.67,0.65,0.89,0.74
340075,0.80,0.81,0.71,0.74,0.63,0.72,0.88,0.73
340084,0.88,0.89,0.68,0.78,0.70,0.77,0.87,0.64
340085,0.76,0.78,0.61,0.65,0.58,0.75,0.83,0.65
340087,0.84,0.88,0.75,0.78,0.75,0.76,0.89,0.75
340090,0.81,0.81,0.67,0.73,0.65,0.67,0.88,0.71
340091,0.78,0.81,0.63,0.68,0.58,0.74,0.84,0.72
340096,0.74,0.80,0.59,0.68,0.58,0.70,0.83,0.58
340097,0.84,0.84,0.73,0.72,0.69,0.84,0.85,0.80
340098,0.82,0.84,0.64,0.70,0.65,0.70,0.91,0.77
340099,0.84,0.86,0.73,0.76,0.71,0.72,0.89,0.72
340106,0.86,0.89,0.71,0.76,0.69,0.74,0.85,0.74
340107,0.83,0.86,0.73,0.74,0.72,0.77,0.86,0.75
340109,0.80,0.82,0.67,0.71,0.64,0.71,0.85,0.66
340113,0.76,0.79,0.60,0.71,0.63,0.63,0.89,0.74
340114,0.78,0.88,0.65,0.68,0.66,0.66,0.88,0.77
340115,0.86,0.86,0.76,0.79,0.69,0.76,0.87,0.82
340116,0.80,0.84,0.74,0.71,0.64,0.66,0.88,0.72
340119,0.79,0.82,0.69,0.70,0.63,0.74,0.87,0.72
340120,0.79,0.82,0.67,0.70,0.69,0.71,0.87,0.70
340123,0.84,0.83,0.72,0.76,0.64,0.73,0.86,0.70
340126,0.84,0.86,0.69,0.77,0.66,0.68,0.90,0.70
340127,0.79,0.83,0.63,0.67,0.67,0.55,0.83,0.60
340129,0.73,0.82,0.58,0.68,0.58,0.69,0.83,0.60
340130,0.84,0.83,0.68,0.74,0.67,0.71,0.90,0.77
340131,0.84,0.83,0.73,0.75,0.67,0.72,0.87,0.73
340132,0.79,0.82,0.62,0.67,0.63,0.66,0.86,0.64
340133,0.82,0.84,0.69,0.74,0.67,0.63,0.85,0.65
340141,0.86,0.84,0.70,0.75,0.68,0.74,0.86,0.77
340142,0.85,0.84,0.72,0.77,0.70,0.72,0.83,0.67
340143,0.80,0.84,0.66,0.76,0.65,0.71,0.88,0.71
340144,0.76,0.77,0.58,0.66,0.59,0.68,0.79,0.66
340145,0.85,0.85,0.73,0.76,0.73,0.79,0.90,0.83
340147,0.79,0.79,0.66,0.70,0.63,0.69,0.83,0.64
340148,0.87,0.86,0.77,0.75,0.68,0.80,0.86,0.87
340151,0.80,0.81,0.67,0.73,0.65,0.71,0.85,0.62
340153,0.72,0.83,0.55,0.65,0.58,0.68,0.90,0.68
340155,0.80,0.84,0.65,0.72,0.65,0.69,0.85,0.71
340156,0.76,0.82,0.87,0.65,0.64,0.78,0.81,0.68
340158,0.79,0.81,0.63,0.69,0.60,0.80,0.85,0.72
340159,0.75,0.81,0.60,0.65,0.61,0.60,0.81,0.62
340160,0.80,0.85,0.71,0.72,0.69,0.69,0.82,0.64
340166,0.84,0.86,0.70,0.78,0.66,0.65,0.88,0.77
340171,0.74,0.80,0.55,0.67,0.58,0.69,0.84,0.71
340173,0.78,0.79,0.64,0.72,0.65,0.64,0.88,0.71
340183,0.78,0.84,0.65,0.71,0.60,0.71,0.85,0.77
340184,0.82,0.85,0.74,0.75,0.63,0.65,0.87,0.72
340186,0.82,0.86,0.74,0.75,0.69,0.74,0.89,0.72
341302,,,,,,,,
341303,,,,,,,,
341304,0.90,0.94,0.82,0.78,0.84,0.75,0.91,0.79
341305,,,,,,,,
341307,,,,,,,,
341308,,,,,,,,
341310,0.81,0.81,0.78,0.74,0.74,0.80,0.90,0.77
341311,0.86,0.91,0.77,0.69,0.70,0.81,0.83,0.77
341313,0.76,0.85,0.78,0.75,0.36,0.74,0.75,0.70
341314,,,,,,,,
341315,,,,,,,,
341316,,,,,,,,
341317,,,,,,,,
341318,0.84,0.85,0.77,0.77,0.69,0.82,0.91,0.78
341319,0.81,0.81,0.80,0.77,0.71,0.80,0.87,0.75
341320,0.85,0.82,0.79,0.70,0.72,0.76,0.85,0.77
341321,,,,,,,,
341322,0.85,0.86,0.77,0.76,0.65,0.76,0.88,0.77
341323,,,,,,,,
341324,0.83,0.88,0.81,0.78,0.73,0.77,0.91,0.82
341325,0.86,0.90,0.79,0.75,0.68,0.83,0.89,0.78
341326,0.83,0.86,0.77,0.78,0.65,0.71,0.85,0.74
341327,0.81,0.83,0.72,0.71,0.65,0.75,0.89,0.72
350002,0.76,0.78,0.65,0.69,0.59,0.70,0.84,0.70
350006,0.69,0.76,0.60,0.63,0.54,0.64,0.82,0.50
350011,0.80,0.76,0.64,0.66,0.62,0.70,0.86,0.67
350015,0.78,0.79,0.68,0.68,0.63,0.71,0.90,0.72
350019,0.75,0.73,0.60,0.67,0.55,0.70,0.83,0.60
350063,0.68,0.71,0.66,0.70,0.62,0.77,0.81,0.44
350064,,,,,,,,
350070,0.77,0.79,0.65,0.69,0.63,0.64,0.88,0.73
351300,,,,,,,,
351301,,,,,,,,
351302,,,,,,,,
351303,,,,,,,,
351304,,,,,,,,
351305,,,,,,,,
351306,,,,,,,,
351307,,,,,,,,
351308,,,,,,,,
351309,,,,,,,,
351310,,,,,,,,
351311,,,,,,,,
351312,,,,,,,,
351313,,,,,,,,
351314,,,,,,,,
351315,,,,,,,,
351316,,,,,,,,
351318,0.80,0.86,0.81,0.76,0.66,0.81,0.89,0.77
351319,,,,,,,,
351320,,,,,,,,
351321,,,,,,,,
351322,,,,,,,,
351323,,,,,,,,
351324,0.78,0.84,0.71,0.73,0.59,0.74,0.82,0.57
351325,,,,,,,,
351326,,,,,,,,
351327,,,,,,,,
351328,,,,,,,,
351329,,,,,,,,
351330,,,,,,,,
351331,,,,,,,,
351332,0.79,0.78,0.67,0.61,0.61,0.72,0.85,0.59
351333,,,,,,,,
351334,0.73,0.80,0.64,0.62,0.68,0.63,0.89,0.55
351335,0.80,0.84,0.71,0.72,0.65,0.73,0.89,0.72
351336,0.77,0.77,0.72,0.71,0.62,0.63,0.87,0.62
360001,0.79,0.75,0.67,0.72,0.63,0.68,0.84,0.70
360002,0.83,0.82,0.75,0.72,0.68,0.77,0.89,0.72
360003,0.74,0.75,0.55,0.66,0.62,0.60,0.82,0.66
360006,0.80,0.79,0.63,0.71,0.64,0.70,0.86,0.76
360008,0.80,0.84,0.67,0.76,0.66,0.82,0.89,0.73
360009,0.74,0.71,0.61,0.65,0.56,0.74,0.88,0.64
360010,0.81,0.82,0.73,0.74,0.60,0.77,0.82,0.70
360011,0.79,0.80,0.66,0.70,0.66,0.73,0.86,0.66
360012,0.75,0.75,0.60,0.67,0.56,0.65,0.87,0.69
360013,0.81,0.81,0.69,0.72,0.67,0.78,0.90,0.68
360014,0.78,0.81,0.66,0.68,0.67,0.73,0.86,0.62
360016,0.77,0.78,0.60,0.71,0.61,0.67,0.82,0.68
360017,0.80,0.80,0.65,0.72,0.65,0.73,0.88,0.75
360019,0.77,0.77,0.64,0.66,0.60,0.72,0.77,0.64
360020,0.75,0.75,0.63,0.67,0.60,0.68,0.83,0.66
360025,0.78,0.80,0.67,0.66,0.65,0.80,0.84,0.69
360026,0.75,0.72,0.60,0.64,0.59,0.67,0.85,0.61
360027,0.78,0.76,0.63,0.69,0.61,0.64,0.86,0.69
360029,0.80,0.82,0.78,0.73,0.70,0.85,0.91,0.77
360032,0.79,0.81,0.75,0.70,0.67,0.87,0.84,0.69
360035,0.77,0.79,0.61,0.70,0.59,0.61,0.87,0.71
360036,0.82,0.81,0.70,0.71,0.64,0.79,0.88,0.77
360037,0.78,0.80,0.62,0.71,0.61,0.76,0.89,0.69
360039,0.77,0.71,0.66,0.68,0.57,0.70,0.85,0.65
360040,0.78,0.76,0.70,0.68,0.60,0.69,0.86,0.65
360041,0.78,0.78,0.64,0.69,0.56,0.68,0.82,0.64
360044,0.81,0.80,0.73,0.74,0.60,0.75,0.85,0.64
360046,0.79,0.84,0.62,0.71,0.60,0.72,0.88,0.74
360048,0.73,0.70,0.54,0.63,0.57,0.63,0.81,0.56
360051,0.78,0.76,0.63,0.70,0.61,0.75,0.90,0.74
360052,0.79,0.76,0.61,0.71,0.61,0.61,0.91,0.70
360054,0.74,0.80,0.66,0.66,0.58,0.69,0.82,0.65
360055,0.73,0.76,0.57,0.65,0.57,0.57,0.85,0.58
360056,0.85,0.81,0.75,0.74,0.67,0.81,0.90,0.81
360058,0.83,0.83,0.80,0.73,0.65,0.77,0.88,0.78
360059,0.76,0.75,0.60,0.67,0.61,0.60,0.84,0.63
360064,0.76,0.78,0.61,0.68,0.59,0.61,0.80,0.65
360065,0.80,0.79,0.70,0.70,0.61,0.78,0.87,0.73
360066,0.78,0.74,0.70,0.68,0.59,0.71,0.86,0.71
360068,0.77,0.79,0.62,0.69,0.60,0.67,0.89,0.70
360070,0.76,0.77,0.59,0.70,0.59,0.68,0.84,0.70
360071,0.82,0.81,0.75,0.69,0.60,0.80,0.86,0.73
360072,0.79,0.79,0.71,0.69,0.60,0.69,0.87,0.68
360074,0.80,0.79,0.66,0.71,0.61,0.71,0.89,0.76
360075,0.78,0.80,0.64,0.68,0.64,0.70,0.86,0.65
360076,0.80,0.79,0.59,0.74,0.64,0.74,0.89,0.70
360077,0.80,0.78,0.69,0.71,0.64,0.83,0.84,0.74
360078,0.80,0.79,0.65,0.71,0.60,0.77,0.81,0.66
360079,0.79,0.78,0.64,0.69,0.60,0.71,0.86,0.75
360080,0.74,0.76,0.58,0.67,0.60,0.76,0.82,0.59
360081,0.80,0.75,0.64,0.67,0.63,0.80,0.86,0.68
360082,0.82,0.79,0.70,0.74,0.67,0.70,0.91,0.68
360084,0.78,0.80,0.69,0.72,0.61,0.74,0.87,0.78
360085,0.81,0.80,0.65,0.72,0.64,0.71,0.86,0.74
360086,0.76,0.79,0.60,0.70,0.58,0.74,0.83,0.62
360087,0.82,0.82,0.68,0.70,0.66,0.72,0.90,0.71
360089,0.79,0.79,0.69,0.69,0.65,0.81,0.85,0.72
360090,0.75,0.79,0.63,0.66,0.61,0.72,0.85,0.71
360091,0.77,0.81,0.63,0.71,0.62,0.79,0.89,0.68
360092,0.83,0.83,0.77,0.73,0.67,0.76,0.88,0.79
360095,0.83,0.84,0.68,0.70,0.65,0.84,0.85,0.79
360096,0.78,0.76,0.66,0.69,0.62,0.72,0.80,0.62
360098,0.82,0.76,0.68,0.72,0.64,0.75,0.87,0.69
360107,0.87,0.86,0.78,0.78,0.66,0.87,0.89,0.83
360109,0.79,0.76,0.67,0.69,0.60,0.77,0.78,0.55
360112,0.78,0.75,0.67,0.67,0.62,0.74,0.85,0.73
360113,0.78,0.79,0.65,0.69,0.61,0.72,0.85,0.65
360116,0.77,0.76,0.73,0.66,0.58,0.68,0.77,0.58
360118,0.81,0.76,0.69,0.73,0.61,0.73,0.85,0.69
360121,0.83,0.84,0.76,0.74,0.67,0.80,0.90,0.81
360123,0.75,0.76,0.63,0.68,0.60,0.65,0.87,0.71
360125,0.79,0.76,0.69,0.68,0.60,0.81,0.83,0.56
360131,0.79,0.81,0.64,0.73,0.63,0.79,0.84,0.71
360132,0.80,0.79,0.69,0.74,0.63,0.68,0.83,0.66
360133,0.79,0.80,0.63,0.69,0.59,0.69,0.85,0.72
360134,0.79,0.80,0.70,0.72,0.63,0.71,0.88,0.74
360137,0.80,0.79,0.61,0.71,0.64,0.68,0.87,0.74
360141,0.77,0.79,0.62,0.70,0.63,0.63,0.86,0.67
360143,0.79,0.80,0.68,0.70,0.62,0.76,0.85,0.63
360144,0.80,0.80,0.65,0.72,0.63,0.75,0.86,0.69
360145,0.79,0.76,0.69,0.68,0.64,0.73,0.84,0.69
360147,0.74,0.75,0.61,0.66,0.56,0.69,0.88,0.62
360148,0.84,0.84,0.69,0.68,0.63,0.83,0.87,0.73
360150,0.80,0.79,0.69,0.73,0.64,0.65,0.88,0.74
360151,0.77,0.80,0.60,0.67,0.59,0.70,0.87,0.67
360152,0.80,0.79,0.69,0.70,0.64,0.73,0.88,0.73
360153,0.80,0.73,0.79,0.78,0.65,0.88,0.80,0.67
360155,0.79,0.77,0.63,0.67,0.62,0.65,0.87,0.69
360156,0.82,0.86,0.72,0.70,0.65,0.78,0.87,0.66
360159,0.79,0.77,0.65,0.70,0.67,0.63,0.85,0.67
360161,0.79,0.79,0.63,0.68,0.60,0.66,0.88,0.72
360163,0.85,0.85,0.72,0.76,0.67,0.73,0.89,0.83
360170,0.78,0.80,0.67,0.66,0.60,0.71,0.87,0.69
360172,0.75,0.77,0.61,0.67,0.56,0.72,0.86,0.62
360174,0.81,0.80,0.73,0.72,0.63,0.73,0.92,0.69
360175,0.73,0.77,0.58,0.64,0.58,0.74,0.82,0.60
360179,0.76,0.77,0.65,0.70,0.58,0.73,0.88,0.72
360180,0.82,0.82,0.67,0.72,0.66,0.78,0.90,0.83
360185,0.77,0.78,0.67,0.65,0.61,0.75,0.81,0.63
360189,0.82,0.84,0.74,0.71,0.67,0.85,0.85,0.74
360192,0.81,0.82,0.68,0.71,0.63,0.69,0.88,0.71
360195,0.75,0.77,0.59,0.67,0.60,0.71,0.86,0.60
360197,0.82,0.86,0.76,0.69,0.64,0.78,0.89,0.72
360203,0.81,0.81,0.69,0.71,0.66,0.82,0.88,0.68
360210,0.79,0.81,0.66,0.72,0.67,0.83,0.89,0.72
360211,0.79,0.77,0.64,0.69,0.62,0.71,0.88,0.69
360212,0.77,0.75,0.63,0.68,0.61,0.68,0.87,0.65
360218,0.77,0.78,0.66,0.68,0.62,0.70,0.83,0.65
360230,0.78,0.79,0.65,0.70,0.61,0.69,0.82,0.67
360234,0.78,0.79,0.57,0.66,0.62,0.66,0.82,0.65
360236,0.83,0.81,0.68,0.73,0.65,0.81,0.90,0.76
360239,0.81,0.79,0.66,0.68,0.63,0.71,0.86,0.74
360241,,,,,,,,
360242,0.83,0.84,0.67,0.75,0.67,0.70,0.90,0.81
360245,,,,,,,,
360259,0.81,0.78,0.70,0.74,0.66,0.70,0.89,0.75
360261,0.99,0.91,0.93,0.90,0.91,0.96,0.96,0.94
360262,0.83,0.80,0.71,0.74,0.62,0.79,0.87,0.78
360263,0.92,0.88,0.91,0.81,0.81,0.87,0.93,0.92
360266,0.87,0.85,0.76,0.78,0.70,0.84,0.92,0.88
360270,0.85,0.86,0.83,0.75,0.68,0.84,0.89,0.77
360274,0.78,0.79,0.74,0.74,0.61,0.62,0.85,0.63
360276,0.82,0.81,0.65,0.72,0.63,0.67,0.80,0.79
360348,0.85,0.83,0.72,0.74,0.67,0.78,0.89,0.85
360351,0.82,0.83,0.69,0.72,0.68,0.76,0.92,0.74
360352,0.96,0.92,0.93,0.87,0.81,0.92,0.93,0.96
360354,0.81,0.81,0.65,0.73,0.65,0.74,0.85,0.79
360355,0.84,0.82,0.78,0.73,0.63,0.79,0.88,0.82
360358,,,,,,,,
360359,0.79,0.79,0.59,0.69,0.62,0.66,0.84,0.73
360360,0.81,0.79,0.69,0.72,0.64,0.77,0.83,0.81
360361,,,,,,,,
360362,,,,,,,,
361300,0.87,0.90,0.79,0.83,0.60,0.87,0.89,0.83
361301,,,,,,,,
361302,0.84,0.82,0.81,0.82,0.71,0.77,0.92,0.77
361303,0.85,0.88,0.77,0.73,0.80,0.77,0.85,0.76
361305,0.85,0.79,0.82,0.62,0.82,0.85,0.88,0.76
361306,0.72,0.74,0.62,0.67,0.56,0.67,0.84,0.71
361307,0.85,0.86,0.77,0.71,0.67,0.82,0.91,0.79
361308,0.95,0.88,0.93,0.85,0.83,0.83,0.93,0.84
361309,0.85,0.90,0.78,0.73,0.73,0.82,0.94,0.86
361310,0.91,0.93,0.84,0.83,0.71,0.90,0.87,0.89
361311,,,,,,,,
361312,0.81,0.79,0.78,0.68,0.64,0.78,0.84,0.68
361313,0.85,0.82,0.75,0.74,0.77,0.86,0.87,0.73
361314,0.89,0.92,0.87,0.79,0.71,0.88,0.86,0.84
361315,0.89,0.84,0.80,0.75,0.71,0.86,0.90,0.79
361316,0.76,0.84,0.66,0.76,0.55,0.80,0.89,0.73
361318,0.86,0.84,0.78,0.78,0.73,0.90,0.89,0.78
361319,0.81,0.80,0.76,0.70,0.62,0.83,0.88,0.73
361320,0.82,0.81,0.82,0.77,0.67,0.87,0.88,0.76
361321,0.88,0.85,0.84,0.79,0.69,0.84,0.84,0.77
361322,0.88,0.91,0.86,0.81,0.62,0.84,0.93,0.91
361323,0.80,0.84,0.77,0.63,0.61,0.79,0.84,0.72
361324,0.86,0.84,0.79,0.79,0.69,0.79,0.85,0.79
361325,0.79,0.80,0.73,0.71,0.64,0.72,0.90,0.70
361326,0.73,0.79,0.59,0.64,0.60,0.74,0.81,0.63
361328,0.85,0.86,0.77,0.77,0.65,0.82,0.93,0.82
361329,0.77,0.73,0.72,0.74,0.57,0.78,0.84,0.68
361330,0.84,0.84,0.84,0.72,0.66,0.81,0.89,0.77
361331,0.81,0.85,0.76,0.74,0.70,0.82,0.91,0.68
361332,0.75,0.81,0.58,0.63,0.60,0.66,0.81,0.59
361333,0.75,0.82,0.73,0.74,0.62,0.80,0.83,0.74
361334,0.76,0.82,0.57,0.64,0.58,0.75,0.79,0.53
370001,0.69,0.74,0.53,0.64,0.54,0.57,0.81,0.61
370002,0.78,0.86,0.71,0.72,0.72,0.75,0.88,0.65
370004,0.82,0.84,0.75,0.76,0.69,0.75,0.84,0.68
370006,0.78,0.85,0.68,0.71,0.68,0.65,0.87,0.70
370007,0.82,0.89,0.69,0.69,0.79,0.77,0.81,0.74
370008,0.76,0.79,0.59,0.70,0.59,0.69,0.88,0.74
370011,0.75,0.85,0.64,0.66,0.70,0.63,0.86,0.62
370013,0.73,0.83,0.57,0.69,0.64,0.66,0.87,0.71
370014,0.69,0.78,0.55,0.67,0.56,0.62,0.77,0.58
370015,0.85,0.89,0.80,0.70,0.69,0.81,0.90,0.67
370016,0.75,0.82,0.66,0.70,0.62,0.66,0.82,0.67
370018,0.80,0.84,0.68,0.69,0.61,0.84,0.83,0.69
370019,0.78,0.83,0.72,0.72,0.54,0.73,0.82,0.66
370020,0.77,0.79,0.70,0.72,0.66,0.73,0.88,0.69
370022,0.83,0.86,0.71,0.71,0.71,0.74,0.84,0.68
